titles,link_to_content,textes,categories
"Réere sa mboor, réere sa diine ak sa jëm-kanam",https://saabal.com/reere-sa-mboor-reere-sa-diine-ak-sa-jem-kanam/,"['Mboor day yoon wiy tax pas-pasu nit leer, ay jikkoom sàmmu, réere sa mboor, day tax sag dellu ginnaaw ak sag doyadi. Ndax liy tabax am réew day nekk lunu jokkale ci ay maam, baay, doom sët menn maas rekk manut a tabax ba mu mat. Dafay tàmbali ba mu sori, geneen ñëw àggali, ba keroog muy mat. Waxtu woo xam ne réere nanu sunu mboor, sunu Islaam du jag sunu àdduna du jag. Moo tax bi Yàlla yónnee Yónnent bi, li mu ko njëkk a defal mooy fàttali ko mboorum Yónnent ya, la ca wér mu dëggal ko la ca wérul di ay sos mu leeral ko nam demee ba àgg. Loolu di wund ne réere sa mboor sa dara du jag, dellu ginnaaw daf lay yomb.', 'Am réew mu bëgg a jëm kanam la muy njëkk a def mooy xool mbooram, tënk ca fexe ba du ca rëcc, waaye aji-not ji moom li ko yitteel mooy taxale la ak sa mboor ngir am noteel gu sax dàkk.', 'Moo tax xeltukat bu mag bii te ràññeeku muy Seex Anta Jóob li mu gën a soññee mooy fexe ba nit ku ñuul xam mbooram, def ci liggéey bu am solo ndax xam nanu loolu rekk mooy xeex bi sunu fàddoo ba keroog saa di taxaw dunu jëm kanam. Waaye, loolu su amee, li ci des lépp dina ñëw. Moo tax boo xoole yenn réew yi niki Siin ginnaaw bi ñaari xare yu mag yi jeexee li mu def mooy delluwaat ci mbooram ngir tabax réewam.', 'Bàyyil xel ci sa mboor soo bëggee jëm kanam, koo gis ku koy soobantal ñaar rekk lay doon ki tubaab bi yar ba xeebloo ko boppam ak ki naar bi yar ba mu yëg ne moom amul solo.', 'Mboor m=histoireXeltukat b=philosophe ', 'Imaam Ñaŋ Saabal.net', 'www.saabal.com / www.jangwolof.com', 'Partager la publication ""Réere sa mboor, réere sa diine ak sa jëm-kanam""']",chronique
Lu tax Feederbu wéy di taxaw jonn fa Ndar ? Ak li mu bóom ci doomi réew mi !,https://saabal.com/lu-tax-feederbu-wey-di-taxaw-jonn-fa-ndar-ak-li-mu-boom-ci-doomi-reew-mi/,"['Partager la publication ""Lu tax Feederbu wéy di taxaw jonn fa Ndar ? Ak li mu bóom ci doomi réew mi !""']",chronique
"Wiktoor Solseer daanu na ca Martinig, lu tax Feederb wéy di taxaw jonn fa Ndar ?",https://saabal.com/wiktoor-solseer-daanu-na-ca-martinig-lu-tax-feederb-wey-di-taxaw-jonn-fa-ndar/,"['Ñaari xale yu jigéen yii, ay bañkat lañu yu bokkoon ca ña daaneel tënu Wiktoor Solseer ca Martinig:', 'Tën bu Wiktoor Solseermu bon mi daaneel nañu ko bisub 22 mee 2020 ca Martinig. Ña ko def nag ay xale yu am fulla lañu te bokk na ci ñoom ñaari xale yu jigéen yii ci nataal bi.', ' Li ci gën a yéeme sax mooy xale bu jigéen bi féete ci càmmoñu péeñ mi, mi ngi tudd Alexaan Lafonten, moom mii moo bañoon a def kàtteg «\xa0BAC\xa0» ci làkkuw Farañse ca atum 2019 ci aw wëppa wu jëm ci Wiktoor Igóo di ab giiralkat ( raciste).', 'Ñaar-fukki fan ak ñaar ci mee ci atum junni ak juróom-ñatti téeméer ak ñeen-fukk ak juróom-ñatt, ci la doomi Martinig yi xeex ak notaakon ya ( tubaab bi) daal di génn ci ak njaam. Ci la wurujkat ak sàcc bii di Wiktoor Solseer daaldi jaar ngir wax ne terees na ag njaam. Bis bi ñu teree njaam ñu ngi koy màggal ñaar-fukki fan ak ñaar ci mee ca Martinig ba waral bañkati réew ma ne ca poseet ngir daaneel tën boobu ñu doon sargalee doomu Farãas bii di Wiktoor Solseer.', 'Doo mas a gis ca réewum Farãas ay tën yu ñu jagleel bañkat yu mag yi dëkk Afrig, ñu man cee lim: Saamóori Ture, Tomaa Sànkara, Kuwaame Kurumaa, Omar Bolondeŋ Jóob, Mari Nguwaabi, Bartelemi Bogandaa, Sãa Sag Deselen, Amet Sayku Ture, Malkom X, Seex Anta Jóob, Amilkaar Kabraal, Samoraa Masaal, Patiriis Lumumbaa, Silfaniis Ólimpiyóo, Tabiyóo Amoreŋ, Seex Ahmadu Bàmba, Walteer Órotneey. Ku lim juum waaye deesul fàtte bañkatub réewum Kamérun bii di Filips Mumiyee, Ernees Unje ak Rubenum Ñoobe. Li doy waar nag mooy ci réewi Afrig yi ak ca Antiy rekk ngay dem di fa gis ay tën, ay xàll ak i mbedd yu ñu duppe ay raykatu nit ay bóomkat ay yongkat ay jaaykatu nit ay boddikatu xeet yu daan toroxal nit ku ñuul te ñu man cee lim: Degóol, Gàndi, Feederbu iktoor Solsëer, Wiktoor Igóo ak Abraham Linkon.', 'Tën b: statue / giiralkat: raciste / boddikatu xeet: xénophobe ', 'Ngañ Aaw / awdemba90@gmail.com ', 'Partager la publication ""Wiktoor Solseer daanu na ca Martinig, lu tax Feederb wéy di taxaw jonn fa Ndar ?""']",chronique
"Korite Gaawu walla Dibéer, ku war a fay bis ? Sëriñ Abdu Asiis Ture",https://saabal.com/korite-ajjuma-walla-gaawu-ku-war-a-fay-bis-serin-abdu-asiis-ture/,"['Partager la publication ""Korite Gaawu walla Dibéer, ku war a fay bis ? Sëriñ Abdu Asiis Ture""']",chronique
Ñaas – ñaasu – ñaas-ñaas,https://saabal.com/naas-naasu-naas-naas/,"['Cay jamono, bokkoon na ci màndarga yiy wane ag bokk ci aw askan. Ci mboor, Ñaas nekkoon na baax gu am solo ci mbatiitum Afrig. Niki yeneen miineeli cosaan yi, ñaas-ñaasi der yooyu ñu ngi réer ndax dooley mbatiit mu bees mi, rawatina mom Tugal. Lan mooy seen mboor ak it ban dayo la jëf jooju am jamono jii ci Afrigu tay ji?', 'Njortees na ne mas ngaa daje ak nit ku am i ñaas-ñaas ci kanamam walla feneen ciw yaramam. Bu amagul it du lu aay, xamal rekk ne lu bari lool la ci Afrig gi nit ñu ñuul ñi dëkke. Jëf jooju ñu bari umpale cosaan la ak la muy wund, soree na lool ak lu amadi njariñ. Ñaas-ñaas yi defeesoon ko ngir jëmmal jegeñoog nit ñi ngir gaawal ràññeeg seen cosaan ci biir fere yu ñuul ñi. Amna màndarga yu bari yuy  wane wuute gi ci diggante xeet yi, càllala yi, walla sax waaso yi. Ci lu leer, mboolaayi Afrig yi lootaabewu woon nañu bu baax laata jamonoy nooteel gi ba raw fuuf tay jii.', 'Ci seen téere bii di \xa0» Awon asa ati Orisha ile Yoruba\xa0», doomi Niseryaa yii di Olu Daramola ak Adebayo Jeje saxal nañu ne seen i maam dañu doon ñaasu ngir dimbali seen doom ya bu ñu leen jàppaan jaam, ñu man a xàmmente seen biir te it fàttaliku seen cosaan bu ñu dajee fu sori seen suufi maam.Ay leeral yu yàggul te balle ca réewum Bene xamle nañu ne yenn njaboot yi dañu daan ñaas seen i doom te jubluwaay bi doonuloon lu dul feg leen cig njaam ndax jàppkatu jaam ñi, jëmm yi amul sikk la ñu gënoon a bëgg.', 'Ni ñaas-ñaas yi baree ay xeet, noonu it la lañuy wund wuutee. Bunu sukkandikoo ci seen i bind, seen i dayo ak fa ñuy nekk ci kanam gi, manees naa ràññee nit ñu bokk càllala, meen walla waaso.', 'Lu wuute ak loolu, ñaas-ñaas yi doonul rekk lu ràññatle nit ñi. Paj mi ci Afrig nekkul rekk mu bees mi, waaye mom cosaan la itam te ñaas-ñaas dañu cee am solo su rëy. Xàjjalees na ay xeeti ñaas-ñaas yu bari te jublu gi di faje walla fege. Kon ci Afrig gu ñuul gi, dees di ñaas góor, jigéen ak xale ngir faj leen walla aar leen.', 'Ñaas: scarifier / mbatiit m: la culture / miineel yi: les habitudes /', 'Ngañ Aaw / awdemba90@gmail.com ', 'Partager la publication ""Ñaas – ñaasu – ñaas-ñaas""']",chronique
Gàndam buxum ci ceeb bi – Paab Aale Ña…,https://saabal.com/gandam-buxum-ci-ceeb-bi-paab-aale-na/,"['', 'Partager la publication ""Gàndam buxum ci ceeb bi – Paab Aale Ña…""']",chronique
"Lan moo tax Singapuur, Kore, Taywaan ak réew yu ni mel raw Senegaal – Ndax ni ko woroom xam-xam yi waroon a saytoo noonu la…?  –  Daawuda Géy Pikin FRAPP France Dégage",https://saabal.com/lan-moo-tax-singapuur-kore-taywaan-ak-reew-yu-ni-mel-raw-senegaal-ndax-ni-ko-woroom-xam-xam-yi-waroon-a-saytoo-noonu-la-daawuda-gey-pikin-frapp-france-degage/,"['', '', 'Partager la publication ""Lan moo tax Singapuur, Kore, Taywaan ak réew yu ni mel raw Senegaal – Ndax ni ko woroom xam-xam yi waroon a saytoo noonu la…?  –  Daawuda Géy Pikin FRAPP France Dégage""']",chronique
Liy firndeel ne yaqub làkku Wolof a gën a gànjaru bob farañse,https://saabal.com/liy-firndeel-ne-yaqub-lakku-wolof-a-gen-a-ganjaru-bob-faranse/,"['Bismillaah, ci turu Yàlla, ma tàmbali. Alhamdu lillaah, cant fa Yàlla.🤲🏿', 'Bokk yi kaayleen nu waxtaan ci làkku farañse!📢', 'Mbokk mbaa xam nga ne làkku farañse mi nga naw lool ba mu tax la a xeeb saw làkk, ni làkk yépp ay waat yu ñu àbb te dajale dong la😌???', 'Topp ma, dinga ci xam dara👊🏿!', 'Ci farañse:', '😌-Waati xam-xam yi, waati gereg ak yu latiŋ yu ñu jabbase (jaxase) lañu.', 'Niral : hydro-phile : nob-ndox🤨 lay tekki ci gereg, hydro-phobe : ragal-ndox…..😲', 'Yeneen waat yi noonu lañu mel.', '😌-Waat yi jëm ci xare yu bari ci Almaa lañu juge', 'Niral: Maréchal ( A: Marschall), obus ( A: Haubitze )…..😲', 'Yeneen waat yi it noonu lañu mel.', '😌-Waat yi jëm ci xarala yu yees yi yu ci bari ci àngale la ko àbbe.', 'Niral: internet, taylorisation, …😲', '😌-Waat yi jëm ci mbay ak biri bis bu ne yu bari ci normaa lañu juge.', 'Niral: crèche, auberge, blanc, ble….😲', '😌🤝🏿-Toppaat ma ma xamal la làkk yi farañse àbb ak limu waat yi mu leen àbb.', '. Àngale: 2515i waat. Làkku itaali : 1198i waat. Almaa ak làkku Ótiris: 546i waat. Español: 476i waat. Làkku Neerlànd: 249i waat. Portige: 117i waat. Araab ak làkki Afrig-asi : 528i waat. Farañsig ga woon: 368i waat. Làkku Góol: 147i waat. Yenn làkki islaaf ak yu indoy amerig : 10 931', '😱😱😱😱Lii yéemewut a!!', '. Wolof : àbb na ko ay waat yu bari lim ba a leerul.🤩', 'Niral: laptot: lapptoo, banane: banaana, karité: kaarite, turu garab yu bari ak yeneen…😊😲', '(Sukkandikukaayu yenn yi: «\xa0le Robert\xa0»)😌😌', 'Ca gàggantikaayu «\xa0le Robert\xa0» 60 000i waat ya ca ne, 11 825 yi farañse da ko a àbb😱😱 (xaaral ma daw sax!!)', '😌Ci gàttal, wenn làkk setul ci àbb, rawatina farañse😁, moom ay waati àbb yu ñu dajale rekk la daanaka. (Àngale a ko a yées nag, mooy làkk wi ëpp i àbb ci kaw suuf ci li nu xamagum, waatam ya xaaj ba da ko a àbb😱🤭🏃🏿\u200d♂️)', '😋Cëy! Bu nu delloo woon waat yi farañse àbb seen i woroom, lu farañsey dese ciy waat?😅 Ndax farañse dina amati?😫 Ndax farañse bi dina manati wax soxlaam?🥺', 'Bokk yi, tontuleen laaj yi!!🤝🏿👊🏿', 'Abdulaay Sekk', 'Partager la publication ""Liy firndeel ne yaqub làkku Wolof a gën a gànjaru bob farañse""']",njanse
Diggante ñaar ñu nekk waxtaanay la koy rataxal,https://saabal.com/diggante-naar-nu-nekk-waxtaanay-la-koy-rataxal/,"['Góor gi xamul ne Jaan a ngi ci suuf.', 'Jigéen ji xamul ne xeer wu rëy-rëy moo naj góor gi.', 'Jigéen jaa gi naan: \xa0» wuy dinaa daanu\xa0»!', 'Te manatul a yéeg ndax Jaan jaa ngi koy màtt.', 'Mu ngay wax ca xelam naan: «\xa0lan moo tax góor gi ne damaa bëgg jëfandikoowul dooleem ji ngir xëcc ma, ma yéeg ci kaw.\xa0»', 'Góor gaa ngay wax naan: \xa0» maa ngi dee!\xa0»', 'Ca am xelam ma nga naan:\xa0» waaye dinaa wéy di xëcc ak sama doole jépp ji ma am\xa0»; teg ca sax ne «\xa0lan moo tax jigéen jii jéemul def dara ngir yéeg ci kaw?\xa0»', 'Njàngat li:', 'Leeg-leeg dunu gis jafe-jafe yi keneen di dund waaye moom it du gis mettiit wi nuy dund.', 'Noonii lay deme leeg-leeg ca barabu liggéeyukaay ya, ca kër ga, ci biir bëggante gi, ak ci biir xaritoo gi… Ndare danoo waroon di góor-goorlu di jéem a nàndante. Nanu jéem a xalaate neneen tey ba di àtte ak a tuumaal, di bañ a sukkandiku ci yaakaar ak jortu rawatina lu ñaaw la… Nanu jéem di gis la nëbbu…', 'Leeg-leeg xalaat ak sànni sa bët ca la nëbbu dina doon caabi jiy ubbi yenn wunt yi tëju.', 'Albatros ak Habiibul Xadiim Géy ', 'Partager la publication ""Diggante ñaar ñu nekk waxtaanay la koy rataxal""']",njanse
Nanu déjjati : di kàdduy Guy-maris Saañaa !,https://saabal.com/nanu-dejjati-di-kadduy-guy-maris-saanaa/,"['', 'Askanu Senegaal jox na li mu am lépp njiitu réew mi Maki Sàll. Njiitu réew mi Maki Sàll delloowu leen lu dul ñàkkum ndox, ñakk ay fajkat ak ay rewlekat, ñàkk àtte bu jaar yoon bu fekkee sax du nappaaje yoon, luubal suuf, ñàkk i jànguwaay ak ay jàngalekat ak ñàkk leeral ak ñàkk kaaraange…', 'Maa ngi metiitlu bu baax mar wi askan wi di dund ci ñaari jamono yu tombe te metti yii di koronaawiris ak tàngaay wi. Nanu wattu la daloon waa Kaps-Kiriŋ:', 'Juróom-benni fan ci noowàmbar ci atum 2019, FRAPP ak «\xa0Forum sósyaal Senegale\xa0» amaloon nañu am ndaje ak taskati xibaar yi ngir xamle seen ñàkk a ànd ci ni ñu joxe waa «\xa0SUEZ\xa0» yorug ndox mu Senegaal.', '«\xa0SDE\xa0» gaaraloon na juróom fukk ak juróom ñaari dërëm yu tombal juróom ñent (285,9) ci m3 bu nekk. Ca jamono jooja SUEZ mu ngi gaaraloon juróom benn fukk yu néew benn fiftin bu tombal juróom (298,5) ci sunu xaalis ci m3. Ci fukk ak juróomi (15) at, loolu dina tax ñu ñàkk juróom fukki milyaar ci sunu xaalis bunu àndee ak Sues.', 'Lii nag moo waral bettuma benn yoon tay may dégg ñuy ruumandaat yokkute jëgu ndox mi te askan wi di jaar fu nekk ngir man koo am sax.', 'Ginnaaw loolu bu ñu gisee ni faktiiri ndox mi yokkoo, nguur gi day def ak «\xa0SEN’EAU\xa0» na mu defoon ak «\xa0SENELEC\xa0». Lu jëm ci mbëj gi, nguur gi daf koo yokk laataa lél ba mu joxe woon ngir yokk gi. Lu jëm ci ndox mi nguur gi daf koo yokk te yëgalu ko sax askan wi.', 'Laaj bi gën a am solo nag feneen la nekk, ci jamono ji ñuy jël yorug ndox mi di ko jox gox-ngoxaan te war a móomale ndox mi waa réew mi, doy na waar lool ci Afrig ñuy jaay ndox ay jàmbur te ñépp xam nañu ne ci at yii di ñëw ndox mooy doon liy waral xare yu bari di am. Li nu soxla du «\xa0SEN’EAU\xa0» waaye sunu ndox ngir aar sunu askan.', 'Ngir ñu sampal la ci ndoxum SUEZ mi, dangay joxe ñeen-fukki junni ak juróom benn ak ñaari téeméer(231 000) te SDE mi ngi doon laaj fukki junni ak juróom ñatt (90 000).', '«\xa0SUEZ\xa0» mayoon na ay sëfaan farab Ndar bi te moom moomu gurob Maki Sàll la te doonoon fi jëwriñ ji yore ndox mi ca jamono jooja.Ndax dañoo geroon Maasuur Fay ?', 'Foofu, ag xëccoo ci njariñ gu jëm ci jox lijjanti gii di «\xa0SUEZ\xa0» yorug ndoxum Senegaal gi te mu defaroon Kër-Momar Saar 3, terewuloon Maki Sàll ak goroom boobu ñu jël ndoxum Senegaal daaldi koy jox SUES.', 'Looloo war tax nu déjjati lépp loo xam ne moo yor turi mbéefarkat ak xeetalkat yi; waaye war nañoo dàjji itam noteel gu bees gi ak it ñi ko fi teewal ci Afrig.War nañoo déjjatu xelum nooteel gi ak nangoo doon jaam gi ak nangu noteel gi.War nañoo tuddaat sunu bayaal yi waaye war nañoo jëm itam ci «\xa0moom sa réew\xa0».', 'Féexalleen Abdu Kariim Géy Xurum-xàq', 'Albatros ak Habiibul Xadiim Géy  ak Móomi Jóob', 'Partager la publication ""Nanu déjjati : di kàdduy Guy-maris Saañaa !""']",njanse
Xare diggante Wiyetnaam ak Amerig: tontuy Muhammat Aali jamono ja ñu ko bëggee yóbb ca kàrce ga ngir mu xeexi.,https://saabal.com/xare-diggante-wiyetnaam-ak-amerig-tontuy-muhammat-aali-jamono-ja-nu-ko-beggee-yobb-ca-karce-ga-ngir-mu-xeexi/,"['', '«\xa0Duma làqatu nag. Duma lakk it raaya yi. Duma daw duma daay  mbaa may làquji Kanadaa. Fii laay des. Du danga maa bëgg a yóbb duŋŋ-Siin ? Waaw Bismilaah man maa ngi kaso ci diirub  ñenti téeméeri (400) at. Ta it man naa cee wéy ba juróomi téeméeri (500) at mbaa lu ko ëpp, waaye duma séqi ab jéego luy tollu ci fukki junniy (10 000) jun-ñay ngir jàppale leen ngeen di néewal doole ay néew doole mbaa di leen faat «\xa0.', '', '\xa0» Suma bëggee faatu daal, fii laay faatoo, jàmmaarloo ak yaw. Yaw yaay samab noon, du saa-siin yi mbaa wiyet-koŋ, mbaa saa-sapoŋ yi. Taw, yaw ci sa bopp, yaay ki ma noonoo jamono ba nga xamee  ne maa ngi bëgg a jot samag yaataay. Yaw yaay ki may gàllankoor jamono ja ma bëggee Yoon di Yoon.\xa0»', '\xa0» Yaw yaay ki nasaxal samay mébét jamano ja ma bëggee ag yamale. Dangaa bëgg ma dem fenn ci àddina si ?', 'Moo ne fii ci Amerig sax aaroo samay àq ak sam gëm-gëm. Foofu sax sori na fii ci sama kër gii sax aaroo ma fi\xa0».', 'Kaasus Kaley di Muhammet Aali', 'Leeral: duŋŋ-Siin: prison / jun-ñay: kilométre', 'Tekkikat bi: Àlliyun Jóob / bindkat bi: Habiibul Xadiim Géy ', 'Partager la publication ""Xare diggante Wiyetnaam ak Amerig: tontuy Muhammat Aali jamono ja ñu ko bëggee yóbb ca kàrce ga ngir mu xeexi.""']",njanse
"« Sama jëkkër daf maa moy ak jeneen jigéen ba ma xam ko », nettali bu am solo",https://saabal.com/sama-jekker-daf-maa-moy-ak-jeneen-jigeen-ba-ma-xam-ko-nettali-bu-am-solo/,"['Sama jëkkër daf maa wor, moy ma ak jeneen jigéen. Bi ma ko yëgee meroon naa lool waaye damaa bës sama xol; togg sama añ, jox ko mu lekk. Dama koo toppatoo bu baax sax. Lekk na ba noppi ne ma\xa0» Ca dëgg-dëgg am naa lu ma metti ndax danga maa gaañ «\xa0.', 'Wax na ma it ne : ndax man naa laa kott?', 'Amoon naa lu ma metti lool waaye damaa nangu.', 'Mu wax ma ne : Damaa bëgg a baane ak yaw.', 'Ma nangu te teguma ci baat mu def la mu bëgg ! Li waral doxaliinam wii nag mooy xam na ne xam naa li mu def.', 'Damaa ànd ak dal waaye maa ngi woon ci sama noppi gi rekk. Fippuwuma, wanewuma sama mer, damaa muñ sama mettiit ! Mu tàmbli nag di am kersa ba noppi di ma laaj lan laa bëgg mu defal ma ko.', 'Li ko jaaxal mooy waxuma ko dara ca la mu def te songuma ko xuloo.', 'Ca ginnaaw suba sa mu ne ma sama liir bi, maa ngi jéggalu ndax xam naa ne tooñ naa la, mettiital naa la, te am naa ci kersa. Manatuma laa xool sax ci biir i gët.', 'Ma tontu ko: «\xa0ah defoo ma dara sax njort naa ne man mii maa la tooñ, man mii maa la metiital, defal li gën ci yaw; defal li gën fi nun ; defal li nga xam ne moo lay bégal\xa0».', 'Ca ngoon sa ba mu wàccee ba ñibbisi ca la ma wax ne sëy si nga bu yàgg ba leegi waaye jot na nag nu dem wuti këyit guy màndargaal sunu diggante ndax jigéen ju baax nga te man a muñ te loolu xalaatloo na ma lu bari. Giñal naa la ne dinaa bàyyi lépp !', 'Dafa wàcce boppam ba mujj tuuti ci sama kanam, moom mi amoon fulla lool ci boppam, kenn yabu ko woon, daawul wane daray xeebu ci sama kanam. Ma am ca kersa sax ndax samag noppi ak sama muñ ñoo ma jox dooley peeg sama góor gi, dóor ko ba mu may raamal te sama loxo laalu ko.', 'Yaw jigéen ji ak lu man a xew, du xëtër-xëtër walla mer moo faj. Loolu du indi saafara ci jafe-jafe yi ndax loo gën a tàng rekk sam xel dem nga wax lu ëpp, ba mu man a dëpp coow la yay la, wan la ginnaaw mbaa mu gën laa sori.', 'Bu fekkee sa jëkkër am na xalaatub wor la, dina ko def waaye nag xamal ne sa doxaliin ci moom, ni ngay yore sa kër, mooy jeexiital ci wor ga mu lay wor ! Jigéen dafa war a nooy !', 'Toppatool sa góor. Bu fekkee sax dangaa mer nangul reeyal !', 'Jigéen dañu koo tën ngir muy dalal góor ak di àndi jàmm ak dal ci këram.', 'Muñ ak noppi metti nañu waaye ñoom ñooy gànnaay yi gën a wóor ci tëye sa boroom kër ak sàmm seen diggante.', 'Albatros ak Habiibul Xadiim Géy', 'Partager la publication ""«\xa0Sama jëkkër daf maa moy ak jeneen jigéen ba ma xam ko\xa0», nettali bu am solo""']",njanse
Aw làkk dafay dox… dëppoo ca am solo,https://saabal.com/aw-lakk-dafay-dox-deppoo-ca-am-solo/,"['Sapoŋ mi bokk ci réew yi gën a xerañ ci ndefar ug jumtukaayu xarala yi ak yu kër yi gën a ñoŋ ci àddina si ba ñépp xam ko, lu tax sosuñu ay waat yu yees ngir tudd jumtukaay yooyu?', 'Dañuy jëfandikoo ay waati Àngale yu ñu waxee ca seenug koj. Gisees na ne ba ci seen téere yi ñuy mbind sax dañu ciy aajar lu ni mel ngir xamle ko. Leneen lees ci gendiku sax mooy réewum Sapoŋ yattul i waat ngir tudd ay jumtukaay yu ci mel ni aypaat tablet ak waat yii di ñëw dañu koo jële ci Àngale daa di koy Saponeel ngir man koy jëfandikoo :', 'Moo tax nun it nu war yombal xam-xam sunuy ndaw ngir gën a man a teel a peeg jumtukaay yii nga xam ne jamono da koo soxla te maneesu koo ñàkk, nekk fi nag di ko fentaat gudal aw yoon lay doon ci lol manoon naa ñàkk.Fexe ba li nu amul nu jëli ko fof am na fa te gànjaru na ba man koo boole ci li nu am mu jariñ nu ?', 'Ndax jotul nu soppi xalaatin ci ne sunu làkk yii amul waatu xam-xam yi ? Niral gi mooy Sapoŋ mii nu jël nga xam ne waat ya Àngale yaa ko moom waaye xam-xam bay defar jumtukaay ba tur woowa di wuyoo ñoom ñoo koy yor ?', 'Lan moo waral manu noo jànge ci suniy làkk te laltaay gi nekk fi ba noppi, xam-xam ba mu ëmb it ne fi, ba tay loolu ndax jëmul ci bëgg a naxasal sunu làkk yi? Wéyal fi làkku doxandéem yi?Ci lëkkalekaay yi ñu taf fii ci suuf man ngeen a xoolal seen bopp mbaa ngeen déglu tekki gi ñu def ci waati yeneen réew yi ci làkku saa-sapoŋ yi :', '1)https://www.google.com/search?q=japanese+to+english&oq=jap&aqs=chrome.3.69i57j46l2j0j69i65.3672j0j9&client=ms-android-a1-gm-rev2&sourceid=chrome-mobile&ie=UTF-8', '2)https://www.japanesepod101.com/japanese-dictionary/', 'Albatros ', 'Partager la publication ""Aw làkk dafay dox… dëppoo ca am solo""']",njanse
"Àddina baa ngi soppi xar-kanam, Naka Afrig ?",https://saabal.com/addina-baa-ngi-soppi-xar-kanam-naka-afrig/,"['Ca réewum Amerig, daaneel nañu fa ay tën yu bari yu nekkoon ca yenn mbedd ya ak bayaal ginnaaw faatug George Floyd. Yenn yi, ñaxtukat yi ñoo leen déjjati; yi ci des kilifay gox ya ndax coow yu yàgg yu ñu juroon. Ci nataal bu njëkk bi, tënub fara ba woon ca Filaadelfi, Frank Rizzo mi ñuy tuumaal ne dafa doon boddixeet ba waral ñu suub ko ba noppi dindi ko. ', 'Ca Birmingaam nekk ca Alabamaa, tënub Charles Linn mi bokkoon ca ñay xeex ngir njàppum jaam wéy, la fa ñaxtukat ya daaneel ba tax kilifay gox ba war koo dindi.', ' Ba tay ca Mongomeri, nekk ca Alabamaa, ñaxtukat ya daaneel nañu fa tënub 112 at bu mu mbootaayu GEN. Robert E. Lee mu ne woon tënn ca buntu daara-digg-dóomu ju Lee. ', 'Tënub Edward Carnack doonoon jàmbur ca Amerig te móomoon ab yéenekaay bu daan dal ci kaw ñi daan aar yelleefi nit ña, dàjji nañu ko ba noppi génne ko ca suufus dëkk bii di Nashwil. ', 'Ca Alexàndiri, Wirsini, fara ba siiwal na ci Tiwitéer ay naataali tën bu tuddoon «\xa0Appomattox\xa0» bob seen boroom moo kp dindi. Kàddu ya mu ca sof mooy : \xa0» Alexàndiri, niki yeneen gox yu mag yépp, mu ngi wéy di soppiku…\xa0»', 'Laaj biy sampe dafay doon, lan moo waral Senegaal ak yeneen réew yi ñu doon jël seen i doom di leen jaayi ca Amerig ñu ne dann fa ñu nekkoon rekk ba ña soppi xar-kanam?', 'Lu waral ñi doon jaay ak a jënd nit, di leen def jaamu mujj am kersay bàyyi tëni ña ko doon def, te réew yi ñu doon jël seen i doom di leen jaayi wéy di màggal tën yooyu…?Lu Feederbu di def Ndar?', 'Bu nu dikkaatee indi leen yenn ci tën yi béefeerkat yi ñu sampal i tën te warul ndax yayooñu ko.', 'Ngañ Aaw awdemba90@gmail.com ', 'Partager la publication ""Àddina baa ngi soppi xar-kanam, Naka Afrig ?""']",njanse
"Réere sa mboor, réere sa diine ak sa jëm-kanam",https://saabal.com/reere-sa-mboor-reere-sa-diine-ak-sa-jem-kanam/,"['Mboor day yoon wiy tax pas-pasu nit leer, ay jikkoom sàmmu, réere sa mboor, day tax sag dellu ginnaaw ak sag doyadi. Ndax liy tabax am réew day nekk lunu jokkale ci ay maam, baay, doom sët menn maas rekk manut a tabax ba mu mat. Dafay tàmbali ba mu sori, geneen ñëw àggali, ba keroog muy mat. Waxtu woo xam ne réere nanu sunu mboor, sunu Islaam du jag sunu àdduna du jag. Moo tax bi Yàlla yónnee Yónnent bi, li mu ko njëkk a defal mooy fàttali ko mboorum Yónnent ya, la ca wér mu dëggal ko la ca wérul di ay sos mu leeral ko nam demee ba àgg. Loolu di wund ne réere sa mboor sa dara du jag, dellu ginnaaw daf lay yomb.', 'Am réew mu bëgg a jëm kanam la muy njëkk a def mooy xool mbooram, tënk ca fexe ba du ca rëcc, waaye aji-not ji moom li ko yitteel mooy taxale la ak sa mboor ngir am noteel gu sax dàkk.', 'Moo tax xeltukat bu mag bii te ràññeeku muy Seex Anta Jóob li mu gën a soññee mooy fexe ba nit ku ñuul xam mbooram, def ci liggéey bu am solo ndax xam nanu loolu rekk mooy xeex bi sunu fàddoo ba keroog saa di taxaw dunu jëm kanam. Waaye, loolu su amee, li ci des lépp dina ñëw. Moo tax boo xoole yenn réew yi niki Siin ginnaaw bi ñaari xare yu mag yi jeexee li mu def mooy delluwaat ci mbooram ngir tabax réewam.', 'Bàyyil xel ci sa mboor soo bëggee jëm kanam, koo gis ku koy soobantal ñaar rekk lay doon ki tubaab bi yar ba xeebloo ko boppam ak ki naar bi yar ba mu yëg ne moom amul solo.', 'Mboor m=histoireXeltukat b=philosophe ', 'Imaam Ñaŋ Saabal.net', 'www.saabal.com / www.jangwolof.com', 'Partager la publication ""Réere sa mboor, réere sa diine ak sa jëm-kanam""']",njanse
